id,gpcr1,gpcr2,rmsd,sequence
,1F88,5TE5,0.8788970113,
,1F88,5TGZ,3.408926725,
,1F88,5TUD,2.802228928,
,1F88,5TVN,3.326629162,
,1F88,5TZR,4.424135208,
,1F88,5TZY,4.552366257,
,1F88,5U09,3.095799923,
,1F88,5UEN,3.403234005,
,1F88,5UIG,4.613029003,
,1F88,5UIW,2.859503746,
,1F88,5UNF,5.353218079,
,1F88,5UNG,3.935381889,
,1F88,5UNH,4.598638058,
,1F88,5UVI,4.23374176,
,1F88,5UZ7,6.914867878,
,1F88,5V54,3.442656994,
,1F88,5V56,5.12069416,
,1F88,5V57,4.94724226,
,1F88,5VAI,7.717250347,
,1F88,5VBL,3.230721474,
,1F88,5VEW,5.991920948,
,1F88,5VEX,5.502895355,
,1F88,5VRA,4.168695927,
,1F88,5W0P,1.674234867,
,1F88,5WB1,4.204175472,
,1F88,5WB2,5.843556404,
,1F88,5WF5,3.566417694,
,1F88,5WF6,3.666590691,
,1F88,5WIU,2.655982256,
,1F88,5WIV,3.000375748,
,1F88,5WKT,1.70800519,
,1F88,5WQC,3.077517271,
,1F88,5WS3,2.547420502,
,1F88,5X7D,2.282964468,
,1F88,5X93,3.49037075,
,1F88,5XEZ,6.432286739,
,1F88,5XF1,5.725569248,
,1F88,5XJM,4.128035069,
,1F88,5XPR,3.39785862,
,1F88,5XR8,2.952740431,
,1F88,5XRA,4.658234596,
,1F88,5YC8,2.406511545,
,1F88,5YHL,3.36844635,
,1F88,5YQZ,5.839422226,
,1F88,5YWY,3.769727468,
,1F88,5ZBH,2.503620863,
,1F88,5ZBQ,2.648575544,
,1F88,5ZHP,2.685147524,
,1F88,5ZK3,2.390631437,
,1F88,5ZK8,2.75263238,
,1F88,5ZKB,2.326857328,
,1F88,5ZKC,2.358812332,
,1F88,5ZKP,4.904956818,
,1F88,5ZKQ,3.732933998,
,1F88,6AK3,2.669498444,
,1F88,6AKX,5.126485825,
,1F88,6AKY,4.935809612,
,1F88,6AQF,4.008430004,
,1F88,6B3J,7.777400494,
,1F88,6B73,3.827757359,
,1F88,6BD4,6.386619568,
,1F88,6BQG,3.441308737,
,1F88,6BQH,2.945729733,
,1F88,6C1Q,4.242972851,
,1F88,6C1R,2.967604876,
,1F88,6CM4,3.307338238,
,1F88,6CMO,2.526822805,
,1F88,6D26,2.996971607,
,1F88,6D27,3.123933315,
,1F88,6D9H,2.823140383,
,1F88,6DDE,3.069396496,
,1F88,6DDF,4.252978802,
,1F88,6DRX,5.114641666,
,1F88,6DRY,2.932074547,
,1F88,6DRZ,4.163657188,
,1F88,6DS0,3.956368208,
,1F88,6E3Y,7.044222355,
,1F88,6E+59,3.850785017,
,1F88,6FFH,7.710727215,
,1F88,6FFI,7.555869102,
,1F88,6FJ3,5.894244194,
,1F88,6FK6,1.787443757,
,1F88,6FK7,1.903633833,
,1F88,6FK8,1.794357061,
,1F88,6FK9,1.773194313,
,1F88,6FKA,1.825298667,
,1F88,6FKB,1.781982303,
,1F88,6FKC,1.793592095,
,1F88,6FKD,1.855952024,
,1F88,6FUF,1.774164319,
,1F88,6G79,3.353266001,
,1F88,6GDG,3.55284977,
,1F88,6GPS,3.899874926,
,1F88,6GPX,3.68289876,
,1F88,6H7J,2.747109652,
,1F88,6H7L,2.878389835,
,1F88,6H7M,2.858531713,
,1F88,6H7N,2.869520664,
,1F88,6H7O,2.714205742,
,1F88,6IBL,2.926123857,
,1F88,6IGK,2.603763819,
,1F88,6IGL,3.094933748,
,1F88,6IIU,4.623872757,
,1F88,6IIV,3.009384632,
,1F88,6M9T,4.763961315,
,1F88,6MEO,3.866141319,
,1F88,6MET,3.866142273,
,1F88,6MXT,2.239322186,
,1GZM,1HZX,0.3794463873,
,1GZM,1JFP,5.607430458,
,1GZM,1L9H,0.3758924901,
,1GZM,1LN6,7.731231213,
,1GZM,1U19,0.3287931085,
,1GZM,2G87,0.3377697766,
,1GZM,2HPY,0.4812234938,
,1GZM,2I35,0.4943450689,
,1GZM,2I36,1.037804723,
,1GZM,2I37,1.144124389,
,1GZM,2J4Y,0.5695706606,
,1GZM,2KS9,1.348291755,
,1GZM,2KSA,1.348291755,
,1GZM,2KSB,1.348291874,
,1GZM,2LNL,6.807536125,
,1GZM,2PED,0.3420733213,
,1GZM,2R4R,3.308184862,
,1GZM,2R4S,3.243329287,
,1GZM,2RH1,2.071520567,
,1GZM,2VT4,2.468081713,
,1GZM,2X72,1.671141624,
,1GZM,2Y00,2.853506804,
,1GZM,2Y01,2.864544392,
,1GZM,2Y02,2.641461372,
,1GZM,2Y03,2.849884272,
,1GZM,2Y04,2.609661102,
,1GZM,2YCW,2.895011902,
,1GZM,2YCX,3.544816256,
,1GZM,2YCY,3.375418901,
,1GZM,2YCZ,2.604580164,
,1GZM,2YDO,3.285247326,
,1GZM,2YDV,3.283206463,
,1GZM,2Z73,4.21705246,
,1GZM,2ZIY,2.489972115,
,1GZM,3AYM,4.215818405,
,1GZM,3AYN,4.227271557,
,1GZM,3C9L,0.02873856574,
,1GZM,3C9M,0.5316820145,
,1GZM,3CAP,1.605991721,
,1GZM,3D4S,2.582684278,
,1GZM,3DQB,1.68410182,
,1GZM,3EML,2.504232168,
,1GZM,3KJ6,2.322558641,
,1GZM,3NY8,2.082281828,
,1GZM,3NY9,2.596110582,
,1GZM,3NYA,3.11392355,
,1GZM,3OAX,0.2765766382,
,1GZM,3ODU,3.722917557,
,1GZM,3OE0,4.987555504,
,1GZM,3OE6,3.311300993,
,1GZM,3OE8,5.177971363,
,1GZM,3OE9,6.784172058,
,1GZM,3P0G,3.549625874,
,1GZM,3PBL,2.151230812,
,1GZM,3PDS,2.024335384,
,1GZM,3PQR,1.609769583,
,1GZM,3PWH,2.941655397,
,1GZM,3PXO,1.569663048,
,1GZM,3QAK,3.170163393,
,1GZM,3REY,2.821861744,
,1GZM,3RFM,3.140563726,
,1GZM,3RZE,2.164619446,
,1GZM,3SN6,3.530892134,
,1GZM,3UON,5.625467777,
,1GZM,3UZA,3.156611681,
,1GZM,3UZC,2.845079422,
,1GZM,3V2W,2.541633368,
,1GZM,3V2Y,2.491551638,
,1GZM,3VG9,2.65494585,
,1GZM,3VGA,2.943906069,
,1GZM,3VW7,3.821343422,
,1GZM,3ZEV,3.128968,
,1GZM,3ZPQ,2.517326355,
,1GZM,3ZPR,2.513642073,
,1GZM,4A4M,1.711228013,
,1GZM,4AMI,2.656071186,
,1GZM,4AMJ,2.688803911,
,1GZM,4BEY,1.687565565,
,1GZM,4BEZ,1.654209137,
,1GZM,4BUO,3.209695339,
,1GZM,4BV0,3.457520485,
,1GZM,4BVN,3.249405146,
,1GZM,4BWB,3.975922585,
,1GZM,4DAJ,3.1817297939999998,
,1GZM,4DJH,3.506710291,
,1GZM,4DKL,2.681988478,
,1GZM,4EA3,2.252278328,
,1GZM,4EIY,2.924111605,
,1GZM,4EJ4,2.184258699,
,1GZM,4GBR,2.136252165,
,1GZM,4GPO,2.480802059,
,1GZM,4GRV,5.659974575,
,1GZM,4IAQ,2.750983238,
,1GZM,4IAR,2.818763494,
,1GZM,4IB4,3.976807594,
,1GZM,4J4Q,1.617307186,
,1GZM,4JKV,6.01688242,
,1GZM,4K5Y,4.872138977,
,1GZM,4L6R,4.927138329,
,1GZM,4LDE,2.707284689,
,1GZM,4LDL,3.87470603,
,1GZM,4LDO,3.78159833,
,1GZM,4MBS,4.609263897,
,1GZM,4MQS,4.200893402,
,1GZM,4MQT,2.868828058,
,1GZM,4N4W,5.874567032,
,1GZM,4N6H,2.203646421,
,1GZM,4NC3,3.098391533,
,1GZM,4NTJ,4.346240044,
,1GZM,4O9R,5.403091431,
,1GZM,4OO9,6.946751118,
,1GZM,4OR2,6.404055595,
,1GZM,4PHU,3.868230104,
,1GZM,4PXF,1.619435906,
,1GZM,4PXZ,4.034367561,
,1GZM,4PY0,5.16405344,
,1GZM,4QIM,5.556715012,
,1GZM,4QIN,5.987550259,
,1GZM,4QKX,2.964239597,
,1GZM,4RWA,2.108041286,
,1GZM,4RWD,1.957197905,
,1GZM,4RWS,6.874462605,
,1GZM,4S0V,2.8881697649999998,
,1GZM,4U14,5.603450298,
,1GZM,4U15,2.220429897,
,1GZM,4U16,4.19909811,
,1GZM,4UG2,3.185400009,
,1GZM,4UHR,3.611844301,
,1GZM,4WW3,4.224395752,
,1GZM,4X1H,1.667664528,
,1GZM,4XEE,3.196971178,
,1GZM,4XES,4.194105625,
,1GZM,4XNV,4.227008343,
,1GZM,4XNW,2.07910037,
,1GZM,4XT1,4.712079048,
,1GZM,4XT3,4.749503136,
,1GZM,4YAY,5.107435226,
,1GZM,4Z34,2.427082777,
,1GZM,4Z35,2.201092005,
,1GZM,4Z36,2.225419998,
,1GZM,4Z9G,6.592029572,
,1GZM,4ZJ8,2.94672513,
,1GZM,4ZJC,2.949550629,
,1GZM,4ZUD,3.955598593,
,1GZM,4ZWJ,1.655258656,
,1GZM,5A8E,2.94908452,
,1GZM,5C1M,4.11841917,
,1GZM,5CGC,8.069903374,
,1GZM,5CGD,5.962921143,
,1GZM,5CXV,3.252260447,
,1GZM,5D5A,2.02090764,
,1GZM,5D5B,2.167959929,
,1GZM,5D6L,1.96432507,
,1GZM,5DGY,1.655287504,
,1GZM,5DHG,2.368706226,
,1GZM,5DHH,2.383632898,
,1GZM,5DSG,4.934200287,
,1GZM,5DYS,1.53895402,
,1GZM,5EE7,3.053849936,
,1GZM,5EN0,1.600025296,
,1GZM,5F8U,2.289250612,
,1GZM,5G53,4.142325401,
,1GZM,5GLH,2.516365528,
,1GZM,5GLI,3.340488195,
,1GZM,5IU4,3.407239199,
,1GZM,5IU7,2.804649591,
,1GZM,5IU8,3.1098001,
,1GZM,5IUA,2.814295292,
,1GZM,5IUB,3.118046999,
,1GZM,5JQH,2.026191235,
,1GZM,5JTB,2.861765146,
,1GZM,5K2A,3.318120956,
,1GZM,5K2B,3.304024935,
,1GZM,5K2C,2.833240986,
,1GZM,5K2D,2.835255146,
,1GZM,5KW2,3.147116184,
,1GZM,5L7D,5.801178932,
,1GZM,5L7I,5.361374378,
,1GZM,5LWE,6.08831358,
,1GZM,5MZJ,3.425161362,
,1GZM,5MZP,3.8727808,
,1GZM,5N2R,2.638769627,
,1GZM,5N2S,2.858140707,
,1GZM,5NDD,4.051780701,
,1GZM,5NDZ,3.948434353,
,1GZM,5NJ6,4.108672619,
,1GZM,5NLX,2.620307207,
,1GZM,5NM2,3.138278723,
,1GZM,5NM4,3.622084379,
,1GZM,5NX2,6.062197208,
,1GZM,5O9H,7.265800953,
,1GZM,5OLG,2.835368156,
,1GZM,5OLH,2.779270411,
,1GZM,5OLO,3.141431808,
,1GZM,5OLV,3.751726389,
,1GZM,5OLZ,3.749568224,
,1GZM,5OM1,3.128352165,
,1GZM,5OM4,3.559840918,
,1GZM,5T04,4.679219246,
,1GZM,5T1A,4.342959404,
,1GZM,5TE3,1.48780179,
,1GZM,5TE5,0.8830029368,
,1GZM,5TGZ,3.601834774,
,1GZM,5TUD,2.855598211,
,1GZM,5TVN,3.116383076,
,1GZM,5TZR,3.959746122,
,1GZM,5TZY,4.18333149,
,1GZM,5U09,2.171018839,
,1GZM,5UEN,3.178435564,
,1GZM,5UIG,3.067670107,
,1GZM,5UIW,4.192449093,
,1GZM,5UNF,4.650584221,
,1GZM,5UNG,4.876705647,
,1GZM,5UNH,4.193416595,
,1GZM,5UVI,2.88008523,
,1GZM,5UZ7,5.823999405,
,1GZM,5V54,3.379498959,
,1GZM,5V56,5.092814445,
,1GZM,5V57,5.448191643,
,1GZM,5VAI,7.764101505,
,1GZM,5VBL,3.703982353,
,1GZM,5VEW,5.670730114,
,1GZM,5VEX,5.626130104,
,1GZM,5VRA,3.288266659,
,1GZM,5W0P,1.611593962,
,1GZM,5WB1,5.121430397,
,1GZM,5WB2,5.335775375,
,1GZM,5WF5,3.376292229,
,1GZM,5WF6,3.26042676,
,1GZM,5WIU,2.344888926,
,1GZM,5WIV,2.359460115,
,1GZM,5WKT,1.583961725,
,1GZM,5WQC,3.36734128,
,1GZM,5WS3,3.466731071,
,1GZM,5X7D,2.612227917,
,1GZM,5X93,3.225871086,
,1GZM,5XEZ,6.385189056,
,1GZM,5XF1,6.38636446,
,1GZM,5XJM,4.828146935,
,1GZM,5XPR,3.328032494,
,1GZM,5XR8,3.961179256,
,1GZM,5XRA,4.030872345,
,1GZM,5YC8,2.183077335,
,1GZM,5YHL,3.995797873,
,1GZM,5YQZ,5.489369869,
,1GZM,5YWY,4.313389301,
,1GZM,5ZBH,2.78439045,
,1GZM,5ZBQ,2.73910737,
,1GZM,5ZHP,2.376499891,
,1GZM,5ZK3,2.44078517,
,1GZM,5ZK8,6.079126835,
,1GZM,5ZKB,3.079551697,
,1GZM,5ZKC,4.392030239,
,1GZM,5ZKP,5.001432419,
,1GZM,5ZKQ,5.081801414,
,1GZM,6AK3,2.883284569,
,1GZM,6AKX,5.117991447,
,1GZM,6AKY,4.538769245,
,1GZM,6AQF,3.758241892,
,1GZM,6B3J,5.421220779,
,1GZM,6B73,4.276910305,
,1GZM,6BD4,6.637434483,
,1GZM,6BQG,3.084458113,
,1GZM,6BQH,2.182397366,
,1GZM,6C1Q,4.424499512,
,1GZM,6C1R,3.954828978,
,1GZM,6CM4,2.783804417,
,1GZM,6CMO,2.5671525,
,1GZM,6D26,3.519001961,
,1GZM,6D27,3.611588717,
,1GZM,6D9H,3.307042837,
,1GZM,6DDE,3.51687789,
,1GZM,6DDF,3.930620909,
,1GZM,6DRX,3.208447695,
,1GZM,6DRY,2.701874256,
,1GZM,6DRZ,3.079371452,
,1GZM,6DS0,3.070720196,
,1GZM,6E3Y,6.89948225,
,1GZM,6E+59,3.59894371,
,1GZM,6FFH,7.935553074,
,1GZM,6FFI,7.525743008,
,1GZM,6FJ3,7.490555286,
,1GZM,6FK6,1.604381084,
,1GZM,6FK7,1.681174397,
,1GZM,6FK8,1.627281904,
,1GZM,6FK9,1.568510175,
,1GZM,6FKA,1.617129445,
,1GZM,6FKB,1.610615849,
,1GZM,6FKC,1.596240163,
,1GZM,6FKD,1.658368468,
,1GZM,6FUF,1.704930425,
,1GZM,6G79,2.646496773,
,1GZM,6GDG,3.280117989,
,1GZM,6GPS,3.511580944,
,1GZM,6GPX,2.532001257,
,1GZM,6H7J,3.503356457,
,1GZM,6H7L,2.742391825,
,1GZM,6H7M,2.796017647,
,1GZM,6H7N,3.134279966,
,1GZM,6H7O,2.5462358,
,1GZM,6IBL,3.318179607,
,1GZM,6IGK,2.519102097,
,1GZM,6IGL,2.606258631,
,1GZM,6IIU,3.948334455,
,1GZM,6IIV,3.89872551,
,1GZM,6M9T,4.90922451,
,1GZM,6MEO,4.544352055,
,1GZM,6MET,4.544351578,
,1GZM,6MXT,2.473598719,
,1HZX,1JFP,7.892542839,
,1HZX,1L9H,0.2906457186,
,1HZX,1LN6,9.152956009,
,1HZX,1U19,0.3104833663,
,1HZX,2G87,0.3173558414,
,1HZX,2HPY,0.4889383018,
,1HZX,2I35,0.6007678509,
,1HZX,2I36,1.022833705,
,1HZX,2I37,1.117596745,
,1HZX,2J4Y,0.6993322372,
,1HZX,2KS9,1.295364261,
,1HZX,2KSA,1.295364261,
,1HZX,2KSB,1.295364261,
,1HZX,2LNL,6.448236465,
,1HZX,2PED,0.3464627564,
,1HZX,2R4R,4.766895771,
,1HZX,2R4S,4.780771255,
,1HZX,2RH1,2.560292721,
,1HZX,2VT4,2.535844088,
,1HZX,2X72,1.706132293,
,1HZX,2Y00,2.692406654,
,1HZX,2Y01,2.728078842,
,1HZX,2Y02,2.693475962,
,1HZX,2Y03,2.533073664,
,1HZX,2Y04,3.522065639,
,1HZX,2YCW,3.641843796,
,1HZX,2YCX,3.419404268,
,1HZX,2YCY,3.118062496,
,1HZX,2YCZ,2.755824089,
,1HZX,2YDO,3.352762461,
,1HZX,2YDV,3.217703581,
,1HZX,2Z73,2.037709951,
,1HZX,2ZIY,1.704329967,
,1HZX,3AYM,2.009335756,
,1HZX,3AYN,2.026906252,
,1HZX,3C9L,0.3771613836,
,1HZX,3C9M,0.6347466111,
,1HZX,3CAP,1.708534718,
,1HZX,3D4S,2.151947975,
,1HZX,3DQB,1.75270772,
,1HZX,3EML,2.703297138,
,1HZX,3KJ6,4.411466122,
,1HZX,3NY8,2.282814741,
,1HZX,3NY9,2.37167716,
,1HZX,3NYA,2.700798035,
,1HZX,3OAX,0.3188295066,
,1HZX,3ODU,3.715057611,
,1HZX,3OE0,5.444744587,
,1HZX,3OE6,4.747487545,
,1HZX,3OE8,3.260610342,
,1HZX,3OE9,4.922160625,
,1HZX,3P0G,3.071774721,
,1HZX,3PBL,2.068002701,
,1HZX,3PDS,2.511812925,
,1HZX,3PQR,1.70992136,
,1HZX,3PWH,3.412753105,
,1HZX,3PXO,1.634495378,
,1HZX,3QAK,3.724493742,
,1HZX,3REY,2.752446413,
,1HZX,3RFM,2.903103352,
,1HZX,3RZE,2.150219917,
,1HZX,3SN6,2.655186653,
,1HZX,3UON,5.612606525,
,1HZX,3UZA,2.763219357,
,1HZX,3UZC,2.837193012,
,1HZX,3V2W,2.995602608,
,1HZX,3V2Y,3.11410737,
,1HZX,3VG9,3.135952234,
,1HZX,3VGA,3.49546051,
,1HZX,3VW7,2.871781826,
,1HZX,3ZEV,2.666898012,
,1HZX,3ZPQ,2.422798157,
,1HZX,3ZPR,2.222384453,
,1HZX,4A4M,1.759577036,
,1HZX,4AMI,2.683892727,
,1HZX,4AMJ,2.715023994,
,1HZX,4BEY,1.723468423,
,1HZX,4BEZ,1.732466221,
,1HZX,4BUO,2.599244356,
,1HZX,4BV0,3.500299692,
,1HZX,4BVN,2.647815228,
,1HZX,4BWB,4.098655224,
,1HZX,4DAJ,2.538149834,
,1HZX,4DJH,2.4263556,
,1HZX,4DKL,1.622989535,
,1HZX,4EA3,2.489784002,
,1HZX,4EIY,3.366228104,
,1HZX,4EJ4,2.406629324,
,1HZX,4GBR,1.986191034,
,1HZX,4GPO,3.440049648,
,1HZX,4GRV,5.642323971,
,1HZX,4IAQ,3.193830252,
,1HZX,4IAR,3.50749135,
,1HZX,4IB4,3.424561739,
,1HZX,4J4Q,1.684692979,
,1HZX,4JKV,4.714972019,
,1HZX,4K5Y,6.070226669,
,1HZX,4L6R,6.462610722,
,1HZX,4LDE,2.718528509,
,1HZX,4LDL,2.896345377,
,1HZX,4LDO,2.878845215,
,1HZX,4MBS,4.290514946,
,1HZX,4MQS,2.645359278,
,1HZX,4MQT,2.843980312,
,1HZX,4N4W,6.491719723,
,1HZX,4N6H,2.496077776,
,1HZX,4NC3,3.4322083,
,1HZX,4NTJ,3.327450275,
,1HZX,4O9R,5.588374615,
,1HZX,4OO9,7.35368681,
,1HZX,4OR2,6.495289803,
,1HZX,4PHU,3.879339933,
,1HZX,4PXF,1.713531733,
,1HZX,4PXZ,3.061567307,
,1HZX,4PY0,6.883492947,
,1HZX,4QIM,4.933366299,
,1HZX,4QIN,5.669081688,
,1HZX,4QKX,2.763074875,
,1HZX,4RWA,2.157866955,
,1HZX,4RWD,1.926422,
,1HZX,4RWS,5.172056675,
,1HZX,4S0V,2.149702787,
,1HZX,4U14,2.679031372,
,1HZX,4U15,2.421708345,
,1HZX,4U16,2.465224981,
,1HZX,4UG2,3.558327675,
,1HZX,4UHR,3.723719835,
,1HZX,4WW3,2.130261421,
,1HZX,4X1H,1.665592313,
,1HZX,4XEE,3.858276844,
,1HZX,4XES,3.920578718,
,1HZX,4XNV,4.224869251,
,1HZX,4XNW,3.71575284,
,1HZX,4XT1,4.625753403,
,1HZX,4XT3,4.52554369,
,1HZX,4YAY,5.468420029,
,1HZX,4Z34,2.690086365,
,1HZX,4Z35,2.933821678,
,1HZX,4Z36,2.987821579,
,1HZX,4Z9G,7.433499813,
,1HZX,4ZJ8,2.143580914,
,1HZX,4ZJC,2.125294447,
,1HZX,4ZUD,3.954438448,
,1HZX,4ZWJ,1.591977119,
,1HZX,5A8E,2.944038868,
,1HZX,5C1M,3.079388142,
,1HZX,5CGC,7.383882999,
,1HZX,5CGD,7.194777489,
,1HZX,5CXV,2.806046486,
,1HZX,5D5A,2.563855171,
,1HZX,5D5B,2.666632891,
,1HZX,5D6L,1.965104938,
,1HZX,5DGY,1.591999769,
,1HZX,5DHG,2.381430626,
,1HZX,5DHH,3.006059408,
,1HZX,5DSG,3.087060452,
,1HZX,5DYS,1.613075972,
,1HZX,5EE7,4.83914566,
,1HZX,5EN0,1.651634216,
,1HZX,5F8U,1.979152918,
,1HZX,5G53,3.415805817,
,1HZX,5GLH,3.499742746,
,1HZX,5GLI,3.248852491,
,1HZX,5IU4,3.3886168,
,1HZX,5IU7,3.271589279,
,1HZX,5IU8,2.810610056,
,1HZX,5IUA,3.262264252,
,1HZX,5IUB,3.387989998,
